"205","LUNGU Dan","senat","usr","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=B932A23D-D027-4C84-867E-767A1EC67DB3","http://www.cdep.ro/pls/parlam/structura2015.mp?idm=73&leg=2016&cam=1",NULL,NULL,,NULL,"2019-09-01 12:11:44"
"206","ANDRONESCU D. Ecaterina","senat","psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=751EAFF7-A4C3-4E12-9293-01A4E16A04BE",,"http://s1.ziareromania.ro/?mmid=89d4cd9b010e95da","http://gov.ro/fisiere/ministri_fisiere/CV_-_ANDRONESCU_Ecaterina.pdf","http://www.mastermat.upb.ro/cv/CV%20Ecaterina%20Andronescu.pdf",,"2019-09-01 12:13:30"
"207","BĂDĂLĂU I. Niculae","senat","psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=999AD9C2-48CE-4CA4-B9C8-0A7DB1301E54","http://www.cdep.ro/pls/parlam/structura2015.mp?idm=28&leg=2004&cam=2&pag=0",NULL,NULL,,NULL,"2019-09-01 12:17:48"
"208","CHIȚAC Vergil",,"independent","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=ECE0DC62-289B-4702-80B0-3030167123C7",,NULL,NULL,,NULL,"2019-09-01 12:19:02"
"209","DENEŞ Ioan",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=B456B3EC-B804-461B-BB53-3F0E845550A1",,"http://gov.ro/fisiere/ministri_fisiere/Ioan_Denes_CV-1.pdf","http://www.cdep.ro/pdfs/guv201801/CV_Denes.pdf",,NULL,"2019-09-01 12:20:18"
"211","PAULIUC Nicoleta",,"pnl","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=15D7DC85-A26D-4925-8441-9BD19E2F70B6",,NULL,NULL,,NULL,"2019-09-01 12:23:54"
"212","STAN V. Ioan",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=07CAED5E-DDC8-49C5-A156-DE357E9A16EF",,NULL,NULL,,NULL,"2019-09-01 12:24:08"
"213","STÂNGĂ George-Cătălin",,"pnl","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=80C413B1-CB45-4C2C-A71A-E490780D71C4",,NULL,NULL,,NULL,"2019-09-01 12:26:44"
"214","ROMAȘCANU Lucian",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=7C1115FE-3B27-468E-8BE3-CB4E79FD2969",,"http://www.cdep.ro/pdfs/guv201706/CV_Romascanu.pdf",NULL,,NULL,"2019-09-01 12:27:25"
"215","RESMERIŢĂ Cornel-Cristian",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=595987CD-47A2-480D-895C-CA0A9F3C250A",,"http://img.mediafax.ro/politician/1103/cv.doc",NULL,,NULL,"2019-09-01 12:28:22"
"216","COLIBAN Allen",,"usr","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=894439EB-F6F6-4FE3-85D5-342A28C3DBD0",,NULL,NULL,,NULL,"2019-09-01 12:29:50"
"217","COVACIU Severica-Rodica",,"pmp","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=A5013B32-09F6-408B-9CFE-38A898DE0A42",,"http://europarlamentare2019.bec.ro/wp-content/uploads/2019/04/DI_PMP_COVACIU_SEVERICA-RODICA.pdf",NULL,,,"2019-09-01 12:31:10"
"218","DOGARIU Eugen",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=84E7529A-68A2-4334-808D-50F24916EBF1",,"http://www.prefecturatimis.ro/doc/cv_prefectura/Dogariu%20Eugen%20-%20Subprefect%20-%20CV.pdf",NULL,,NULL,"2019-09-01 12:33:26"
"220","GHICA Cristian",,"usr","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=B8FD0433-C992-48CB-A8A5-670F70EB773D",,NULL,NULL,,NULL,"2019-09-01 12:34:54"
"221","POPA Ion",,"alde","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=C7E9F4B5-A3E9-4BE3-95BD-BD836A796F34",,NULL,NULL,,NULL,"2019-09-01 12:36:02"
"222","TALPOȘ Ioan-Iustin",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=6425E0EB-8FDC-424D-A2F0-E9CF350B93C3","http://iustintalpos.blogspot.com/2012/04/cv.html",NULL,NULL,,"Informaţii personale

Nume / Prenume
TALPOS IOAN IUSTIN
Adresă
Str. Al. Serelor, nr. 9/11, Baia Mare, jud. Maramureş
Telefon
Mobil
0724029477

E-mail
talposiustin@yahoo.com


Naţionalitate
Român


Data naşterii
18.01.1976


Sex
Masculin




Experienţa profesională



Perioada
2004 – prezent
Funcţia sau postul ocupat
Profesor titular pe catedra de istorie
Activităţi şi responsabilităţi principale
educatie
Numele şi adresa angajatorului
Sc. Gen. Cu clasele I-VIII „Lucian Blaga”, Baia Mare
Tipul activităţii sau sectorul de activitate
invatamant
Perioada
2003 – 2004
Funcţia sau postul ocupat
Profesor titular pe catedra de istorie
Activităţi şi responsabilităţi principale
educatie
Numele şi adresa angajatorului
Sc. Gen. Cu clasele I-VIII „Dimitrie Cantemir” si „Alexandru Ivasiuc”, Baia Mare
Tipul activităţii sau sectorul de activitate
invatamant


Perioada
2002 – 2003
Funcţia sau postul ocupat
Profesor titular, detasat pe catedra de istorie
Activităţi şi responsabilităţi principale
educatie
Numele şi adresa angajatorului
Seminarul Teologic Ortodox „Iosif Marturisitorul”, Baia Mare
Tipul activităţii sau sectorul de activitate
invatamant


Perioada
2001 – 2002
Funcţia sau postul ocupat
Profesor titular pe catedra de geografie
Activităţi şi responsabilităţi principale
educatie
Numele şi adresa angajatorului
Sc. Gen. Cu clasele I-VIII nr. 8 Borsa
Tipul activităţii sau sectorul de activitate
invatamant


Perioada
2000 – 2001
Funcţia sau postul ocupat
Profesor suplinitor pe catedra de geografie
Activităţi şi responsabilităţi principale
educatie
Numele şi adresa angajatorului
Grup Sc. Transporturi Auto Baia Sprie
Tipul activităţii sau sectorul de activitate
invatamant




Perioada
1999 - 2000
Funcţia sau postul ocupat
Profesor suplinitor pe catedra de geografie
Activităţi şi responsabilităţi principale
educatie
Numele şi adresa angajatorului
Grup Sc. C.D. Nenitescu Baia Mare
Tipul activităţii sau sectorul de activitate
invatamant
Perioada
1998- 1999
Funcţia sau postul ocupat
Inginer geolog
Activităţi şi responsabilităţi principale
Prospectari geologice
Numele şi adresa angajatorului
E.M. Suior Baia Sprie
Tipul activităţii sau sectorul de activitate
Ind. miniera




Educaţie şi formare



Perioada
2008 – 2010
Calificarea / diploma obţinută
Master în Administrarea Afacerilor
Disciplinele principale studiate / competenţe profesionale dobândite
Management
Numele şi tipul instituţiei de învăţământ / furnizorului de formare
Universitatea de Vest – Baia Mare
Perioada
1994 – 1998
Calificarea / diploma obţinută
Licentiat in istorie - geografie
Disciplinele principale studiate / competenţe profesionale dobândite
Istorie, geografie
Numele şi tipul instituţiei de învăţământ / furnizorului de formare
Universitatea Stefan cel Mare - Suceava
Perioada
1990 – 1994
Calificarea / diploma obţinută
bacalaureat
Disciplinele principale studiate / competenţe profesionale dobândite
Finanţe – Contabilitate, statistică
Numele şi tipul instituţiei de învăţământ / furnizorului de formare
Grup Şcolar Economic Administrativ - Servicii (Liceul Economic) din Baia Mare
Aptitudini şi competenţe personale

Limbi străine cunoscute
","2019-09-01 12:37:37"
"223","MIHAIL Radu-Mihai",,"usr","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=4B08C7E3-7714-4EA9-949E-88C0EADE8AE9",,NULL,NULL,,NULL,"2019-09-01 12:38:43"
"224","MANOLIU Dan",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=4A18450D-09DC-4E61-898B-7BFBFFE8EF9A",,NULL,NULL,,NULL,"2019-09-01 12:39:31"
"225","BADEA Viorel-Riceard",,"pnl","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=18026337-85CD-4751-B1FE-08D6AD555C8E",,NULL,NULL,,NULL,"2019-09-01 12:40:30"
"226","CHISĂLIŢĂ Ioan-Narcis",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=350BFF05-5611-4494-86F7-2EC9EE90535B",,"https://www.usab-tm.ro/utilizatori/HORTICULTURA/file/CV-uri/CV%20Chisalita%20Ion.pdf",NULL,,NULL,"2019-09-01 12:41:49"
"227","GORGHIU Alina-Ştefania",,"pnl","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=F43E9873-B2E6-478C-84A4-67A176480E1B",,"https://media.dcnews.ro/other/201412/alina_83950000.pdf",NULL,,NULL,"2019-09-01 12:43:14"
"228","HADÂRCĂ Ion",,"alde","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0CCE3760-FFAD-4C2C-8701-68882F7E4285",,"http://interese.md/files/cv/Ion%20HAD%C3%82RC%C4%82.doc",NULL,,"Născut la 17 august 1949, în comuna Sîngereii Vechi (astăzi or. Sîngerei) din judeţul Bălţi.
Studii:
1966 – absolvent al Şcolii medii generale din Sângerei, angajat la ziarul raional “Calea leninistă”;
1968–1970 – militar în cadrul forţelor armate ale URSS;
1970-1974 – student la Facultatea de filologie a Universităţii Pedagogice “Ion Creangă” din Chişinău.
Activitate profesională:
1974–1978 – studii de doctorat la Institutul de limbă şi literatură al Academiei de Ştiinţe a RSSM, unde activează în calitate de cercetător;
1978-1981 – redactor, apoi şef de secţie la Editura „Literatura artistică” din Chişinău;
1983-1985 – director al cenaclului literar “Luceafărul” de pe lîngă revista “Tinerimea Moldovei”;
1985-1987 – consultant literar, şef al secţiei Literatură pentru copii şi tineret a Uniunii Scriitorilor din Moldova;
1987-1989 – membru şi secretar al Comitetului de conducere al Uniunii Scriitorilor, secretar al biroului organizaţiei de partid al US;
1989 – ales în funcţia de deputat al poporului în Parlamentul U.R.S.S.;
1990–1993 – deputat în Parlamentul Republicii Moldova de prima legislatură, deţine funcţia de prim-vicepreşedinte al Parlamentului;
1994 – reales deputat în Parlamentul Republicii Moldova, membru al Comisiei juridice, pentru numiri şi imunităţi;
1996-1998 – membru supleant în delegaţia Republicii Moldova la Adunarea Parlamentară a Consiliului Europei
Din 2009 — deputat în Parlamentul Republicii Moldova.
Activitate social-politică:
Din anul 1974 – membru al PCUS;
Din anul 1978 – membru al Uniunii Scriitorilor din Moldova;
1989–1992 – fondator şi primul preşedinte al Frontului Popular din Moldova;
Din 1992 – preşedinte al cenaclului „Mihai Eminescu” de la Biblioteca publică “O.Ghibu” din Chişinău.
Premii:
1992 – Laureat al revistei “Flacăra”;
1997 – Premiul “Mihai Eminescu” al Consiliului judeţean Suceava;
1998 – Premiul “Carte frumoasă, cinste cui te-a scris…” pentru volumul de poeme Helenice în cadrul celui de-al VII-lea Salon de carte românească (Iaşi).
Opere publicate – 21 de volume originale de versuri, basme pentru copii, interviuri, discursuri, publicistică, eseuri, de asemenea, volume traduse.
Limbi cunoscute: româna, engleza, rusa.","2019-09-01 12:45:41"
"229","LUNGU Vasile-Cristian",,"pmp","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0A037412-929D-4B7D-A23A-780B5AD03113",,NULL,NULL,,NULL,"2019-09-01 12:47:56"
"230","ORȚAN Ovidiu-Florin",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=1DDD6B05-A954-4573-9C23-98D3E7B6E64D",,NULL,NULL,,NULL,"2019-09-01 12:49:28"
"232","VALECA Şerban-Constantin",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0C108A15-FAED-4A3C-A8F2-F6ED7BB4128C",,"http://www.aosr.ro/wp-content/uploads/CV-uriMembri/s6-Serban-Constantin-Valeca.pdf","http://www.research.gov.ro/uploads/minister/echipa-de-conducere/cv-serban-constantin-valeca.pdf",,NULL,"2019-09-01 12:50:38"
"233","VULPESCU Ioan",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=54CA8647-A027-4342-B84B-FB4CC4D39B55",,NULL,NULL,,NULL,"2019-09-01 12:51:33"
"236","DERZSI Ákos",,"udmr","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=09719A82-4AF5-4001-A955-4205D3EADE93","http://www.cdep.ro/pls/parlam/structura2015.mp?idm=40&cam=1&leg=2016",NULL,NULL,,NULL,"2019-09-01 13:23:44"
"237","BOTNARIU Emanuel-Gabriel",,"independent","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=6AB2B016-B4CF-4488-8E61-12F4C1E004B4",,"http://www.votez.info/export/candidati/pdf?url=/candidat/emanuel-gabriel-botnariu",NULL,,NULL,"2019-09-01 13:24:53"
"238","BREAZ Valer-Daniel",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=DBA72CFA-3581-4164-A0DB-15A885FAAFE2",,NULL,NULL,,NULL,"2019-09-01 13:26:09"
"239","CRISTINA Ioan",,"pnl","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=63364BA7-5770-49D0-BF28-3B612EB69435",,NULL,NULL,,NULL,"2019-09-01 13:30:41"
"240","DAN Carmen Daniela",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=4CE9182C-9E35-4812-BF48-3DA5043D4DEF",,"http://gov.ro/fisiere/ministri_fisiere/Dan_Carmen_Dan.pdf","https://mai.gov.ro/documente/salzburg/cv/Romania.pdf","http://www.cdep.ro/pdfs/guv201706/CV_Dan.pdf",NULL,"2019-09-01 13:33:15"
"241","OPREA Ştefan-Radu",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=FE939A20-EC6E-4734-93CB-98A530051833",,"http://gov.ro/fisiere/ministri_fisiere/Stefan-Radu_Oprea_CV-1.pdf",NULL,,NULL,"2019-09-01 13:34:16"
"242","STĂNESCU Paul",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=1AC92C92-416B-45FE-A35B-E2A8C3EE285A",,"http://www.cdep.ro/pdfs/guv201801/CV_Stanescu.pdf","http://www.mdrap.gov.ro/userfiles/CV%20Paul%20Stanescu.doc",,NULL,"2019-09-01 13:35:27"
"243","ŢAPU NAZARE Eugen",,"pnl","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=D26D8018-2C85-4690-B125-F63D07FAADBF","http://discutii.mfinante.ro/static/10/Mfp/prezentare/CV_tapu.htm",NULL,NULL,,"Curriculum Vitae
Eugen Ţapu Nazare

Secretar de Stat pentru Producţia industrială



Numele şi prenumele:
Eugen Ţapu Nazare
Data şi locul naşterii:

24 decembrie 1962, Paşcani, Judetul Iaşi

Studii:
Institutul Politehnic Bucureşti - Facultatea de Metalurgie - inginer, Specializarea ""Prelucrări Metalurgice""

Experienţa profesională:
2007 aprilie - prezent: Secretar de Stat - Ministerul Economiei şi Finanţelor

01.02.2005 - aprilie 2007; Ministerul Economiei şi Comerţului - Secretar de Stat

01.08.2000- 01.02. 2005; SC Vlanda Company Srl, Director general

30.12.1997-16.06.2000; Prefectura Jud. Neamţ, Subprefect

01.01.1991-01.08.1994; 15.01.1996-15.07.1997; SC UMARO SA Roman- şef atelier

01.09.1989-28.02.1990; Intr. Metalurgica Dr. Tr. Severin, ing. tehnolog

Cursuri de pregătire profesională:
Cursuri post universitare de management - Rom�nia, 1992

Management administrativ Şcoala Superioară de Administraţie Roma - Italia, 1999

Cariera politică:
2000 - 2004, Consilier judeţean PNL

2004 - 02.2005 , Consilier judeţean PNL

2000 - 2004, Vicepreşedinte BPM PNL Roman

2004 - prezent, Vicepreşedinte BPM PNL Roman

2000 - 2004, Membru BPT PNL Neamţ

2004 - prezent, Membru BPT PNL Neamţ

1997 - 2000, Subprefect Neamţ

Limbi străine:
Engleza

Italiana

 ","2019-09-01 13:37:36"
"244","WIENER Adrian",,"usr","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=C37BE6BE-39AD-4EE1-A803-FDC4B457B28A",,NULL,NULL,,NULL,"2019-09-01 13:39:07"
"245","CAZAN Mircea-Vasile",,"pnl","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=6AF35355-F38B-411C-A338-1FF9BEA80B70",,"http://img.mediafax.ro/politician/1065/cv.docx",NULL,,NULL,"2019-09-01 13:40:06"
"246","IRIZA Scarlat",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=9138429D-336D-458F-8DDD-710A52B3BE47",,"http://img.mediafax.ro/politician/9040/cv.docx",NULL,,NULL,"2019-09-01 13:43:17"
"247","IORDACHE Virginel",,"psd","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=D11813C3-DE39-4368-B251-6F9AD534B3E4",,NULL,NULL,,NULL,"2019-09-01 13:44:35"
"248","CADARIU Constantin-Daniel",,"pnl","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=E9300E3A-0A8F-4F7C-8141-1BA256D1CC4A",,NULL,NULL,,NULL,"2019-09-01 13:45:50"
"249","DINICĂ Silvia-Monica",,"usr","https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0DE3188E-D7FA-4A44-B47B-4A2FC992A307",,NULL,NULL,,"Senator Decembrie 2016 - prezent
 

Secretar în Biroul Permanent al Senatului (ianuarie 2019 - prezent)

Secretar în Comisia economică, industrii și servicii (decembrie 2016 - prezent)
   Responsabilă cu revizuirea / examinarea / propunerea proiectelor legislative transmise către Comisia economică, industrii și servicii în domeniul: politicii industriale, dezvoltării regionale și prognozării economice, afacerilor și investițiilor străine, întreprinderilor mici și mijlocii, turismului, implementării unei politici comerciale comune a Uniunii Europene, promovării și protecției intereselor economice ale consumatorilor, proprietății industriale, brevetelor și mărcilor comerciale, concurenței și ajutoarelor de stat, societății informaționale și tehnologiei informației, impactului asupra politicilor economice și industriale ale politicilor de mediu, energiei și transporturilor, dezvoltării durabile.

Membru în Comisia pentru comunicații și tehnologia informației (septembrie 2018 - prezent)
     Responsabilă cu revizuirea/examinarea/propunerea proiectelor legislative transmise către Comisia pentru comunicații și tehnologia informației. Domenii de activitate: tehnologia informației și comunicațiilor, tehnologii avansate specifice domeniului, alinierea la reglementările, respectiv la standardele internaționale, și proprietatea intelectuală în domeniu. 

Membru în Comisia specială pentru revizuirea și modificarea legislației privind comercializarea produselor alimentare (decembrie 2016 - prezent)

Membru în Comisia pentru transporturi și energie (decembrie 2016 - septembrie 2018)
     Responsabilă cu revizuirea/examinarea/propunerea proiectelor legislative transmise către Comisia pentru transporturi și energie în domeniul: politicii energetice, securității aprovizionării cu energie și eficienței energetice, rețelelor de transport și infrastructură energetică, securității nucleare, protecției intereselor economice ale consumatorilor în domeniile transportului și energiei.

Activitate internațională: Uniunea Interparlamentară - Comisia pentru dezvoltare durabilă, finanțe și comerț (aprilie 2017 - prezent)

Afiliere politică: Uniunea Salvați România

Educație
Doctorat în Matematică Aplicată, Universitatea de Stat din Colorado, Colorado, SUA (2011-2014)

Master în Managementul Riscului, Academia de Studii Economice, Facultatea Asigurări, Bănci și Burse de Valori și Facultatea de Cibernetică, Statistică și Informatică Economică, București, România (2008-2010)

Master în Matematică Aplicată, Universitatea de Stat din Colorado, Colorado, SUA (2002- 2004)

Licențiată în matematică, Facultatea de Informatică și Matematică, Universitatea București, România (1995-1999)

Experiență profesională
Telekom Romania, București
Manager de Campanie & Retenție, Marketing, Segment Business (2016)

Telekom Romania, București
Specialist Retenție, Marketing, Divizie Business (2014-2016)

Romtelecom S.A, București
Analist reglementări & Concurență (2005-2014)

Universitatea de Stat din Colorado, Colorado, SUA
Asistent universitar (2002- 2005)
- Responsabil pentru predare cursuri: Analiza, Ecuatii Diferentiale, Geometrie, Trigonometrie;

Facultatea de Matematică și Informatică, București
Preparator universitar (2000 - 2001)
- Responsabil pentru predare seminarii: Geometrie diferentiala, Algebra Liniara, Analiza;

Limbi străine
Engleză, Franceză, Spaniolă","2019-09-01 13:47:40"
